Game Number,Player 1 Total Score,Player 1 Moves,Player 2 Total Score,Player 2 Moves,Winner
486,149,EXEC; NAE; AE; DAL; DA; DEED; EE; HA; FICE; GIE; INK; EEL; GIEN; MA; NON; NO; EEL; EELS; ASP; ST; UR; ER; URN,185,VAE; LEE; DOB; ARDEB; EE; AGEE; GED; HIE; EF; GIE; NAH; MAE; IN; HON; NON; KO; NORK; LOSS; ST; STURT; BAT; KOW,Player2
487,183,SOT; TANTY; BA; BAA; DAD; EA; EE; DEI; EE; CEE; KIKE; LEG; UM; NE; NEE; MONK; DEG; NOB; RUM; PSI; PST; NUT; WON,188,WIS; WO; NAAM; DECK; DEEDY; WISE; EE; FEE; EE; GHI; FLU; KI; NE; NE; OH; MOL; OB; NO; SKI; ON; SH; TWO,Player2
488,179,ZEL; AA; BRACT; DEADED; EE; EE; BEE; FE; EH; GLEE; DEEM; NE; EEN; EM; MO; JINK; OOS; HES; GINN; ST; PUKU,206,GOT; AMA; ACID; ED; BRAE; ER; FEED; DEE; HEH; QI; INK; INN; KLIK; NOO; OON; FER; ZELS; ER; TSK; PRUNTS; YU,Player2
489,235,EN; KANS; AS; CAB; ES; CADEE; DEB; DEE; EDGED; ETH; HIGH; FEEL; KI; KIN; MI; NA; ING; OO; OF; SEEL; ER; REE; PUTT; WET; EEW,186,ESSE; KAS; AAS; CAD; CADE; BAD; EE; OE; FEE; HI; AKE; ILL; MINE; ME; DEN; NONA; ON; ENE; RONE; NO; AAS; TETH; TURN; SEELY; ERR,Player1
490,173,PANED; AE; NAE; DAD; AA; DEED; EE; FEE; HEH; IF; KILIM; EN; INN; JOOK; NON; OM; GRR; ST; UN; UN; STURT,153,PYNES; NA; ADD; EEK; BEE; BEE; EE; CEP; EGG; LI; BEEN; GI; JOL; OM; ORC; BANCS; ST; BEET; ST; JUN; LUN,Player1
491,228,SRI; AA; ANIL; BAD; VEER; TED; DE; EF; EE; JEFE; NAH; GLEAM; EEL; DE; KO; NO; NO; PRE; ST; ONOS; TUP; WYN; TEGG,160,SEEM; ATMA; DAB; REN; AE; DE; EE; EGG; CH; EKE; MICH; NIE; NE; ONO; OO; EBOOK; NOO; EFS; ES; NU; WAE; NUR,Player1
492,208,MATE; TEA; BAZAAR; RE; EIDER; GEED; EE; GIE; KIF; LEK; NA; EM; DEN; NON; MONO; GRRL; GOS; TEALS; TUT; KIFS,147,TEL; BRAG; CAT; DADA; CEDED; FEE; SHE; AI; HE; NE; CHE; TEAL; JA; ON; ON; MONOS; NO; UM; ST,Player1
493,154,AIN; CAA; ABA; CEDE; NEED; DEEP; AGEE; HIED; HIE; PEEL; MMM; LINN; PEEN; ONE; OO; KAIN; LI,121,EWT; HAKE; DAB; DE; PEE; ED; DE; DEE; EGG; MM; LIN; NEE; NO; NON; OO; JO,Player1
494,187,DUM; UTA; ABBA; DE; STEDDE; AMU; EE; FEE; FA; ECHE; KI; HM; NA; LID; IN; NO; NAN; NON; PIN; DEEPS; SH; BOAT; REIK,176,SEDUM; TA; BOA; DEE; EA; ETA; CEE; TEGG; GIG; EIK; EM; INN; EAN; LIME; NON; OO; MON; IN; ETAS; ES; NEK; REP,Player1
495,165,SET; ANAS; ANA; BEN; SIPED; EE; BEDE; AGEE; GIGHE; KI; AN; EEK; FON; KO; HER; HERS; TAN; NON; YE; NINER; CAA; KIP,203,SLIT; AA; JAVA; CEDED; BE; DEE; OBE; HE; JEFE; MMM; NINE; LEDE; OO; ERN; ER; CORNS; NUTS; UT; EW; NEW; NOO,Player2
496,198,BEN; KAAL; NAAN; ED; DEBT; BEE; FEE; HIE; ICKLE; INN; FEEN; NON; PIN; RE; MOMES; ON; PST; CULT; WINN; GON; WE,195,BOGLE; AKA; ADRED; DEE; AE; EE; HEED; FIGO; JEE; IN; NOM; MOME; ON; ON; RES; OR; TSK; CURRS; YU; QI,Player1
497,211,EELY; AUNE; AA; ADD; BEE; ECCE; FE; HEBE; EF; ME; FELL; NOO; NO; KO; KIR; OS; KOS; NOOP; GURS; DEET; TE; WADS,196,MEN; AGA; AD; YEED; GEE; PEEKED; ED; AH; KIN; MINNIE; IN; NOO; NEE; ERN; AAS; EN; TI; ET; ST; RECCE; GEEZ; OR,Player1
498,169,KUNE; AA; SAC; DADAH; DEE; EA; EEL; FEE; KEB; MI; HEN; EN; EEN; GEN; NOG; JO; ER; MIRS; HAE; GOOP; UP; THAE; EM; ST,197,NET; AB; AMI; EE; DEED; EEL; CEE; FIFI; KIF; EAN; EL; NE; DEEN; NONG; GOO; ROC; NO; SAB; IS; JOLS; TREE; MIXT; MY,Player2
499,203,EN; AWAKE; THARM; BED; DEED; DEBE; EE; AE; EGGED; AIM; EN; ERN; NOG; LEP; OR; KEN; TEFF; ST; ES; NOY; EEVN; MUN; POME,195,RET; TAATA; DICE; DELVE; EE; EE; ECH; EFF; MIL; EN; NIL; NOO; NO; ONO; SAE; SKEN; EWEST; URSAE; ST; NU; ZEA; RES,Player1
500,235,MOI; ACE; DOC; DOE; DAE; EE; GAE; GEE; EE; EEK; JILL; ONNING; CONN; NONG; DINGER; ER; PI; CONNS; FENS; ST; URN; TRY; OX; PIN; JAI,208,DINGE; AI; AA; EBB; DEED; EW; FE; OE; EF; KEA; MEW; HI; NEF; JO; FEN; RACED; NONGS; HM; ST; NUTS; ERST; JOW; JOWL; KY,Player1
501,228,NOO; OK; OKA; AD; EE; BAE; DEEV; AE; JEED; EA; GIG; MILD; INK; NA; NE; MONG; BEER; BEERS; WOCK; RUNS; RUNE; SCLAVE; TWP; NU; NY,237,EW; CLAVE; BACK; BACKED; ED; EE; BEE; EF; GEE; FEED; EL; HM; EEN; HID; NOUN; OOP; LAPS; UNS; ST; REF; NEE; VELDS; YOGEE; ST; ST,Player2
502,0,,0,,Draw
503,153,OPAL; KA; DAE; OE; EE; ARE; FEG; AE; KID; ME; NIGH; EN; ON; MOO; EEL; ENS; EN; OOT; RUT; WRENS; JA; ST; NO,223,CANNAE; EBB; ED; DEE; DEE; CEDE; FEE; EH; GLIA; NE; AMEN; GONK; LO; PIROG; IS; ST; INS; AMENTS; US; XIS; TE; YUS,Player2
504,180,FOH; ANATAS; SAD; BE; DOE; CEE; TEE; GEE; BI; DEI; AKE; MM; EN; CIG; IN; MON; NO; POD; AKES; EST; UR; RUE; YO; JUN,168,EM; ASEA; DEAD; ADZ; ED; EE; EE; FE; HIE; EEK; LEEK; FIN; NEED; AAL; COG; LONG; NE; EMS; INN; ON; REMS; TIT; TAAL; OR,Player1
505,173,OIS; EE; OAR; NADA; DEED; AE; LEE; AA; GEED; EF; LEE; MM; NIB; EEK; GI; ONO; MONKS; JO; SON; JOR; NUR; UT; TYG,227,ER; ARERE; AAL; BOAR; BA; NEEZED; EE; CEDE; IGAD; SECH; MILF; INN; BAN; NOM; MONK; HO; PI; SH; NOS; PUNK; UT; ST,Player2
506,216,GELTS; ABA; CAD; REDE; EE; EA; DAE; EE; FIE; CAG; MILK; EN; BEEN; ON; NOLL; BO; NEED; ES; RAH; NOR; ST; TEEM; NY; EEW; OF,196,LUMP; ARDS; AH; DEE; PEED; ED; AE; BEE; HE; KEG; GIN; INN; NO; HEN; ON; ME; JO; CAGS; TO; INS; ONST; URN; XU; OP,Player1
507,212,SENE; AAS; AA; AB; UDO; BEDE; EF; FEE; EECH; EE; KHI; MIL; INN; ON; MONGO; ER; BEDES; REECH; JO; LEET; RUSTS; UR; RAX; NY,181,AX; FAN; AD; DEV; NABBED; CAAS; DEE; EE; GEE; EKE; LEE; KILIM; INN; OOF; EN; PI; DEVON; TO; TE; SLEE; ST; PUH; NUR,Player1
508,182,NE; NAAMS; ABA; ACNE; DEEM; BE; FEE; EH; BEIGE; HILD; NE; INK; NO; ON; NEK; ERR; ST; STUNT; PI; WADD; IT,164,AE; GAST; ADD; EEL; DAE; EE; EE; IF; AGE; MIL; NO; JO; NO; COR; REH; RINK; ST; SUNN; KY; OX,Player1
509,179,TETE; GATE; ABBA; GATED; DAWD; CEE; FEED; GID; GHEE; JEE; EEL; NAGA; NEE; HOLK; OO; LOON; IS; GEDS; LOONS,147,MEE; AA; APAID; CUE; AE; EE; EE; EF; ICK; GIN; MEN; MEEK; NA; NO; KOP; NO; NON; KICKS; ST,Player1
510,181,TAG; GAT; BAG; ODA; AD; BE; EE; CEE; EF; DEI; EE; LIE; EEN; LIFE; ENG; NE; NONLIFE; NOM; KOR; TEES; GRR; ENGS; UH,165,IT; AVA; OD; DAM; ED; EE; EE; TEE; ZEE; EECH; LI; ME; EL; KI; CH; NE; MOCH; ON; KEF; SON; ADS; UP,Player1
511,166,SENE; AAS; ABBA; AH; LADED; EE; EE; IGG; HIKE; LICK; DEEM; EN; MEN; OON; PO; GO; ON; DEEMS; OOS; POT; JUN,135,DEES; AA; DUAL; DEE; EE; CEE; ED; HI; HI; EFF; MAE; NEG; AAL; NON; NE; NEK; SEE; OONT; IN; FOOT,Player1
512,215,AA; ER; FAA; ICER; CEDE; EA; EE; GEED; KIF; JIG; MENE; MODDER; HEN; ELM; NOOB; ONO; ELMS; PEA; IS; APER; ST; UM; UN; APERT; TUNY; EAR; EW,234,APE; CAMA; ODDER; DEBE; CEDE; ME; FED; HE; EH; KI; EN; NICER; ENG; EN; KON; ER; SEEK; OR; ST; LI; ST; STUN; KONK; WHEN; TUM; NY,Player2
513,191,NANA; AA; AW; ED; EA; ED; CEDE; AGE; FEH; EKE; ET; FLEE; LED; EEK; EH; ON; ON; NEE; REH; SOC; GON; SEN; TOM; NO; NOR; XU,168,TIME; ABY; DAW; DIB; EE; EE; EE; EE; BIG; EIK; ME; EL; EN; MAN; ME; JOCO; NON; NEEP; REEK; NEEPS; REIK; ONOS; NUG; ST; ET,Player1
514,232,MON; ATMAN; ABBA; ANA; DEED; TEED; EF; EH; EIDE; EIK; NEK; HM; NO; OON; PONE; NERKS; NOR; ST; RUNS; RUSH; OW; EEW,188,NE; AAL; LED; EE; NEE; ECCE; EF; GIE; QI; ILL; NA; NEF; NO; NOB; POON; GLEDE; EHS; TEME; GROG; TAAL; MY,Player1
515,178,SADO; AWA; AA; ABED; EE; EYER; EEW; EAS; GIE; FIG; CEIL; AN; MM; NE; NON; POP; MIR; OPS; RIN; OYER; NU; UT; NUT,195,YER; BAA; AALS; DE; DEKED; CEE; FE; HER; KEF; BE; MIKE; NEG; IN; KO; ON; OH; POPS; FIGS; TOPS; ANN; NO; TUT; EX,Player2
516,189,CUT; APE; BA; GAB; OD; DEE; DAE; EE; AI; HE; RATE; SLEE; ELM; MARC; DEEN; UN; NOB; NOM; IRK; SEEL; MES; TEA; UN; SUQ,184,EF; RAT; ORC; DAD; DA; ODE; RESEE; EHED; GEED; GI; IO; KLIK; NAPE; IN; ME; NON; NO; ON; ORFS; ST; TON; TRON; ELMY; PI,Player1
517,214,LENDS; AA; CAB; OLEA; AT; NEE; EE; FAE; HE; DIKE; MIG; GINN; INN; LI; TENON; ABO; JO; SEA; MO; OK; UN; PWN; LIT,182,OE; PATTED; AD; TE; DEED; ET; CEDE; FEH; GI; KICK; GIN; BEE; ELM; ON; NOG; CRON; JOSS; TENONS; NUR; ST; RE; EEN; MOY,Player1
518,184,ONCE; AIA; LABS; ADDIO; DAE; EE; EA; EF; GEED; JEE; ICE; JEMBE; ME; INN; NOO; RONE; SEA; MEES; TRONE; EFT; NOD; REKING; INN; WINN,223,LOKE; CAL; GAS; ET; DEED; BE; EF; EA; GEE; AH; KI; EKING; IN; NE; ON; OM; SH; TON; ST; NU; JEEP; FER; WRY; PUTON,Player2
519,190,KEB; HAD; CAA; AA; EE; PEE; GEED; FICO; LIKE; GI; INN; EN; ON; KI; NOLO; NA; AAS; ERR; SAE; ST; RUN; XYST,198,REDE; BAAL; DAD; REEDED; EE; EW; GHEE; JEFE; ME; ME; JIN; COG; ON; OE; NO; EWES; SI; LIKER; MAES; NUN; JUN; PSI,Player2
520,190,NOPE; EA; AE; AD; ACE; EEN; ED; EKE; EGO; KEG; EKE; ALL; LI; NIM; HO; PEEN; NON; SORI; SHE; ST; NIT; ADS; OWN; LINNY,226,PANZER; FAR; ER; DAE; END; EA; DEB; EE; FIE; DEBE; LICE; EH; MM; LINN; NOO; EAR; EKES; NE; NEGS; KURU; OW; TIT; XU,Player2
521,157,NE; DAE; BANE; AN; DECAN; NEED; ED; BEE; AE; GAMA; LIG; MIL; NE; JIN; NOO; NON; EAS; NETS; PRO; SUQ; ZEAS; UM,239,TOD; AXE; AMA; TAJ; EE; EE; FEE; EE; CIG; EH; BED; NET; DEN; KHI; KOLO; NERK; FLEES; ANS; TURR; SWY; IT; FY,Player2
522,242,FON; YA; BABACO; DEVA; CEE; EE; FEE; EDGED; EA; DIKE; MI; HM; IN; NON; OM; GRR; FEES; ORES; THEED; PURS; UT,146,ONTO; ANA; CADI; ED; AE; EH; FE; HEED; EKE; GLED; NEE; LA; INN; NON; REE; DEL; BIS; REN; REES; TUT,Player1
523,0,,0,,Draw
524,215,NEW; EA; AA; CAD; AD; JEED; EE; FED; GIE; KEG; LEKE; LIMN; EN; NOOK; NEE; PRO; EN; AAS; ST; NOTT; PUS; YUNX,198,FA; BEG; AWED; BAWD; EE; AE; FEED; EE; JEE; HILI; HE; KNIFED; MON; EN; ROO; HO; CHE; RENO; KEGS; ST; MM; ST,Player1
525,216,NOD; EAS; DAUB; ABA; EE; DAZED; FEE; FEE; EGG; JEAN; EH; GEEK; INN; LO; ROE; MED; ERRS; ME; ST; UR; SOON; TIP; YEAST,178,ANN; TOEA; AID; HEED; CAB; ED; GEED; CIG; GEE; LEME; KIN; KINK; OON; OP; EN; US; NE; ST; UN; PEHS; RUN; LOW,Player1
526,175,ETEN; EAN; AXE; ADDED; EE; BAE; CAB; GEE; FE; GIE; LIKE; EN; NE; JO; NON; EN; INNS; HOM; EST; RUT; ENOW; ROK; JOR,232,KNEE; ACAI; ADD; DEB; BEE; KEG; ED; HE; EHED; ALE; LEI; MM; INN; NOG; LOOP; SAN; OR; KNEES; FRO; TSK; YUM; UNI; YUMP,Player2
527,167,DO; VASE; BIGS; TEA; DE; ICE; CEE; FEEB; EE; DEBE; FIKE; MI; EEL; NAE; OH; LOGO; HO; JINN; DEBES; AR,160,SLAM; NAT; ADDAX; DE; EE; DICE; AE; AE; GEE; EE; KAIK; INN; KINE; EAN; FON; GON; POH; CEES; SAE; FONT,Player1
528,176,FINKS; AAL; ANN; ALA; DE; DEN; EE; DEGAGE; HIE; GIMMIE; DEN; NAH; ON; ON; JOR; BEES; EN; ST; CURST; YE; ZEN,189,FECAL; NAIK; BE; CEDE; BEE; ED; DE; EH; EEK; EME; ENE; GEEK; NOON; PO; NORK; OFT; ENES; RUST; ST; ST; TWP,Player2
529,149,REIN; HAJ; BA; AA; BAT; LEE; EE; FE; DE; EL; NEE; NE; FEH; GON; KOLO; OP; DEE; SNEE; RE; ET; TOMS; UR,225,OR; EGMA; CLOD; DECADE; BATE; MEE; FEE; CEE; EIK; NIM; JIN; GI; KEA; GON; INN; ONS; SOBA; TOM; TEMP; TUN; UNS; PYX,Player2
530,154,REDS; AA; SAC; DACE; DEN; EA; CEE; ED; DEE; IDEE; ELK; NAGA; GI; EN; MIS; NONG; OHO; ON; SO; TRIN; TERN; NUN; TEN; RUM,205,ONIE; DA; AG; BEDE; HE; BEE; FEE; FE; GIE; DEL; MAA; LIFE; IN; GIEN; MEM; ON; PO; ERN; POS; FEENS; UN; TON; KOP; NY,Player2
531,198,WEN; AAS; EM; DA; AT; ECAD; WEE; EE; FIFE; GI; JA; HE; ILK; ON; NOO; LO; PROP; SILK; OR; CUSK; NY; NET; SH; DEX,206,STERES; ABB; ADD; AD; EE; DEE; EE; AGEE; GI; KIKE; LEMME; LENG; NE; NO; OP; REN; LOS; GIRN; NUT; ATT; NUS; NED; WADD,Player2
532,143,EA; AN; EA; ABO; EE; BED; EE; EA; GIG; KET; EE; AND; EAN; IN; ME; HO; ONO; HORN; ANDS; SHORN; AS; ST; RUN; LUNT,205,EA; MALA; ET; ED; CEDE; DE; EE; KEF; FIFI; HIE; MED; EEN; KI; DEN; LEA; GONCH; LOP; EANS; SEE; POME; ST; LUN; NU; NY,Player2
533,197,BERE; AA; AA; YEAD; ED; EE; ZEE; CH; HAE; EEK; FLED; IN; PEN; FOIN; ON; ROC; JORS; ZEES; ST; SCUT; WO; OW,210,PED; NAB; RANDY; REEN; EE; DEED; EE; EF; GI; GILL; MMM; KI; HAEN; NON; POO; KOA; SON; KIN; REEK; STUNT; XU; NU,Player2
534,224,HM; PALLAH; AD; JA; RECCE; BEEBEE; EE; IF; EEK; KI; MENG; NAN; ADO; BON; EEN; KEGS; DEET; ET; NUN; WE; SYPES; UR; FRAS,176,HIRER; AREAL; DA; REDD; AA; LEE; DEE; BIG; KEG; ENE; DAMN; ON; NON; OOR; RAS; PES; ST; UTE; PE; UT; EL; ZO,Player1
535,211,UNTIN; AXMAN; AD; TAD; AL; DEAD; FEM; GIGHE; EKE; MUNTIN; IN; MEE; OF; NOO; NO; NOR; OPS; AT; KAE; BEST; TAD; NORK,212,SEDAN; SLABBY; EE; EE; ECCE; EE; EE; GEE; DE; LIN; LINE; EN; NON; NOH; REE; GORED; AS; BES; PRUNT; MUNTINS; ROBE,Player2
536,195,NEB; DOT; CAB; DEV; AE; CECA; DEF; AGE; EE; EKE; ILL; NE; NE; ON; OI; ROO; FENS; TSKS; SUR; UR; NIL; WAGE,177,SEME; AWA; DA; EEW; DEAD; EE; EKE; AHI; JEE; GIF; HMM; LEKE; IN; NONG; NE; MAP; ROON; DAGS; PEA; TIN; NY,Player1
537,184,SIN; ANT; ARB; OCA; ZEE; DEED; EE; EECHED; EFF; EEL; LINK; KON; ONE; NOR; MIDS; SINK; GRR; TUT; JEEL,136,OLEA; NAAN; MA; DEED; DEE; EE; FEE; GHEE; GIBE; MID; INK; OO; EM; ON; NE; ONS; ST; PUP; UT,Player1
538,239,EBAYER; ABA; AD; EVE; ACED; EFF; AE; HE; AI; LEG; EH; NIM; KAE; NE; NO; PO; PORN; GIGS; ONST; OWN; US; RACED,170,ED; ACE; DEET; AREDE; EE; BEE; GIG; KEF; KI; ELM; EL; QI; NE; NOX; OO; NOM; NEPS; KIRNS; TUG; ST; DEW; NUT,Player1
539,208,KO; SAI; ARE; CAECA; DEEM; DEEK; DE; EEW; FIE; EL; EN; AHING; NO; ON; NON; NOM; AGEN; RIDE; PST; KI; FY; VLY; ELT; ZEN,249,ONS; HAM; AB; ARED; FA; WADE; BEE; GEE; KEG; LI; NEE; FAN; HONG; LINN; PROM; ORS; HONGS; ST; UP; KIR; ST; NUT; XU,Player2
540,217,VELE; ITA; EA; JAB; DAD; EE; EE; FEE; GHEE; HE; JAG; AM; DON; CON; POA; KAE; RIM; ADS; EONS; TSK; FUN; RUST; FY; XU,176,IT; NAAN; COB; DO; DENET; CEE; PEC; DEW; GIG; LIE; EM; JINNE; EON; NOO; EEN; FER; RE; MON; NEONS; ST; GIGS; DEL; IT,Player1
541,231,ELF; AAL; AYES; BAC; DECAD; ODE; CEE; EE; GEE; FEE; EIK; MM; INN; GINN; NOLO; ROO; ER; BACS; OPS; NUR; ROOT; WROOT; NETT; NURR,151,NE; FAN; AN; ED; DE; DEX; EE; EE; HUGE; KI; MNA; KANA; NE; EEL; EH; JO; DEGS; ST; ABB; NET; REIK; PO; TOT,Player1
542,159,NOWN; AVAL; OCA; DEDAL; EE; EE; CEE; EE; AI; JEE; AIL; GEE; EAN; GO; HON; GON; IS; BAN; TOE; PEAN; TOP; NURS; HONKY; ST,206,ANON; BAS; DSO; DEB; EEK; HEED; ED; DEF; GEE; ILK; MIM; MEW; NEE; HONK; NON; OP; KEA; CEES; AILS; TAILS; NURR; ST; XIS,Player2
543,224,WENA; AUA; BACCA; PAD; DEEDED; FEE; GEE; GEGGIE; LI; ME; MI; MILK; NED; ON; NON; KHI; MOR; OBES; ST; UNBEDS; UR; MORT; KY,150,WIS; NA; AND; UNBED; BEE; EE; EE; EH; HI; AX; FE; ME; IN; NOO; DOP; OR; NA; ORS; ST; TE; STY; LUR,Player1
544,180,VICE; AMA; CADI; ZA; EE; DEE; FEE; BIGAE; KAK; EM; DEEK; EN; INN; OO; HOM; ZAP; LOS; SH; NAE,157,REEN; FAE; DE; DEE; AE; DEVICE; BEE; GIBE; FELL; IGG; FEEN; EN; JOG; ONO; OOP; OOPS; KAKS; INS,Player1
545,221,ICON; NAAM; ARD; CEDE; CEE; AE; FE; FEH; EE; LIE; KAE; DEN; NINE; ON; MOO; HON; RE; SON; KILLIES; TUM; TE; YUS; GRR,190,DEED; DIB; BA; EE; ED; ENE; ANA; GAE; EGG; KILLIE; DEEM; NE; AL; NONI; QI; PREE; NON; ST; GAEN; JUTS; YU; PST; TEGG,Player1
546,161,ENS; AA; KARA; DEADED; EE; EE; DE; KEG; FE; GIE; LEME; LINN; NA; NON; NO; NOR; ORS; IN; KARAT; US; NAS; TO,203,LES; WAW; AR; DA; ABB; CEE; EEW; CUFF; FEG; EIK; MMM; UN; ODE; JIN; POD; HO; SH; PO; RUT; HOY; TRY,Player2
547,139,SOREE; AA; ABAC; AE; DEE; NE; DEED; EF; FEG; IF; EM; KIF; VIG; NE; ABACK; ONO; NO,151,BE; MAD; CAD; DE; ERA; DENE; VEE; HE; CIVIE; HE; ME; GI; ELL; KI; ON; NOON; PRO,Player2
548,209,ME; ADHAN; NABE; EE; BEE; ECCE; EGG; FIE; MILK; INN; DAMN; ON; GOO; NO; SAE; SON; SAMEN; TAE; ST; RECCE; TRY,150,NAN; HEVEA; DUAD; EA; DEEN; DEF; HIED; EE; EE; EN; KEN; OIL; EON; POI; ER; SKEN; DEFT; IS; TUP; EEW,Player1
549,178,JANN; NA; CARK; ED; CEL; CADEE; EE; FEG; JAFA; HE; HEN; FEN; LION; PA; JAFAS; MI; RUMP; SO; SOW; NAV; MIR,200,EKED; AS; JAB; EXED; DEED; EE; GEE; DIB; LEG; NIM; KIN; OH; NOO; EARN; ROONS; EARNT; TRUST; THEM; CELT; MY; SNOOT,Player2
550,207,EX; OKA; AREA; DE; DE; DAE; EE; DAE; BEDE; EF; EEL; HEEL; MIG; HEN; QI; IN; DOJO; NOR; INS; SER; ST; ST; PST; MU; PST; DEEM,212,COAX; AAS; EDGE; BE; EE; DEE; FE; EACH; GIE; ILK; MI; IN; NE; LININ; MILK; NODE; ON; RE; SO; HENT; SEXT; NUT; UN; MUT; WRY,Player2
551,177,OS; LOAD; ABA; DOWD; CEE; DEBE; FEEN; GEE; FE; LEE; EEK; HID; EH; DEN; NOM; OM; ROM; INNS; ON; STRUT; UR; NY; JINNS,165,WEEL; SEAN; ARC; IDE; CEE; EE; AGEE; AG; OIK; ILEA; ING; AM; INN; KON; NONI; SEA; ROMS; TSK; ST; RURP; NUR; PE,Player1
552,212,STONG; NALA; TAO; ECAD; DAE; LEE; FEEB; ICH; EA; EIK; DEN; FEN; LEE; MI; MOI; NON; KOHL; LEER; FEGS; AT; JUS; UR; TRY,179,EE; EA; DAZE; EE; EE; EPEE; FEG; GI; KI; DID; NAE; MEE; EEN; NET; LO; EN; ICHOR; SEAN; BA; ON; SUP; ST; NY,Player1
553,161,GEL; AA; BABA; CID; JEDI; DEE; EE; GEEK; HE; ME; NIM; NAGA; GONK; ON; ONO; SH; NET; GONKS; RUM; ST; WRY,186,UNS; AN; AUA; OKA; CEE; JEREED; FED; GEE; FILL; NE; DAN; NON; OIK; MM; PHONO; SOME; DEN; ANENT; PHONOS; GEEP,Player2
554,214,CHAD; NAAM; KADE; CEDE; KAE; CEE; HI; KHI; GLEE; LEE; NE; JO; NO; GOR; DEGS; JINNS; GORMS; ST; PREP; URN; ADZ; MY,204,CALM; SEI; ABA; BEE; GEED; DEG; GAS; IF; ELK; JINN; NOG; OOM; PRE; NODE; SI; EF; NET; NU; VROOM; JOR; GAST; NUN,Player1
555,187,BAM; NANNA; DAM; DEAN; DEE; BEE; DEE; EGG; LIED; ELL; HIN; NON; OPE; ON; JO; CEDES; OIKS; ITS; TEAR; TRUGO; UG; JOW,223,TE; RAYA; VEE; CEDE; EE; EFFED; CHIC; HI; NE; REIK; KNELL; OO; LOP; OIK; SAE; VEER; ES; IT; NOH; UN; ST; UM,Player2
556,157,AT; JO; LABRA; DA; EM; DEET; DEE; GED; IF; LIG; HE; NEF; ANN; NED; IKON; PEEL; IKONS; NUN; KO; WOON,190,RORE; TAKA; ACCA; DEBES; BEDE; EE; EF; KEG; GHEE; EM; NE; MENE; NIE; LIMN; OON; PROSO; RUTS; DEET; KEGS; ST,Player2
557,168,ERN; CAN; ACH; BEAD; EE; BEE; FEH; EGG; ALME; NE; EM; NON; NORI; OS; TO; ST; US; WUS; JIN; STY,174,DELO; AGA; DADAH; EE; EEK; ODE; FEEB; LIKE; KIN; NEE; NON; POP; IN; IN; TI; POPS; MM; TEGG; EW; RODE,Player2
558,185,UTE; ETA; BEE; DAE; DO; DEE; GEE; GAE; EIK; GIE; KI; IN; EM; NODE; KO; NON; CHIRR; EIKS; MENGS; IT; NURL; TWP; WYN,178,SENE; ALAS; ECAD; DE; FACE; EE; HEEL; CHI; BEE; LO; MENG; AN; BEEN; NO; BON; EF; PROM; DOGS; RE; SH; QI; ST; ET,Player1
559,189,REHS; NAAN; ABA; ADRAD; CEDE; EE; EE; GIG; ICED; FEEL; NE; EN; ILK; GOO; IN; DEFIS; TE; TEN; TENT; PIG; GOOK; RUNT,181,YAE; MA; DEBASE; DEN; EE; FEE; DEFI; JEE; AH; EEL; RIZ; NA; NONG; MOJO; OR; SENE; NOT; ST; UPS; UN; RUN,Player1
560,218,EX; EREV; ABAC; AE; SEE; NEB; EE; BEEF; HEED; EL; DEIL; MIEN; NIL; INN; NOM; HOON; PO; CELS; PORNS; ERK; TUTS; ST; UN,193,KEA; ANANA; AD; EH; DEEV; DEE; DAD; GIDS; JEE; CEL; ME; FEE; NILL; OK; GINN; OP; PORN; IS; MES; DEET; NU; NUG; TYND,Player1
561,205,EE; END; BA; CAG; DADA; TEC; FEE; GHEE; HE; LI; AE; JINNI; GO; NOON; OO; SKEN; PIRL; ST; RUT; WUS; OOR; XU,173,ANCE; BAD; BAA; NEMN; DEE; EE; EF; HIDE; EKKA; ILK; NEF; BAN; NON; PI; MM; EAR; SPAE; ST; ON; BANT; SYE; NONG,Player1
562,189,GUS; YEA; BI; AB; EE; ZEDA; AE; GEE; HAG; ED; LICK; NEGUS; MEE; MED; IN; INN; NOON; KOP; SH; RICE; ST; JINNS; TURNT,173,OOFY; ANA; ADD; AG; EE; EE; DEE; FEE; ICE; KHI; AGEE; LEA; IN; FEN; KO; NO; PIN; AM; BIBS; LO; NO; ST; EEK,Player1
563,181,TEA; AM; DADA; IDEE; EE; EWE; GAGE; DENI; JEE; ME; NIM; BINK; EL; OF; ODE; NE; ERN; AN; NODE; ABACS; ST; SUP; JOB; BAES,194,CAPO; ABAC; DEN; CEDE; AE; FEE; HI; GEE; ELL; DEN; NAE; BAE; OK; OO; KON; OON; ROK; CH; NIMS; ST; LUN; HUT; GAGER,Player2
564,197,REE; CABANA; DUD; DEBE; EE; DEE; GEED; GI; CHE; MIM; GINN; KEF; KAIN; HO; EN; NOOP; SNOOP; SUMS; EN; KEFS; ZO,153,AT; AI; DAS; AKEE; EEN; EA; EE; JIAO; KA; EF; EN; NU; CREEL; NOM; FLONG; GRRRL; TEA; UR; PEEN; THO; YO,Player1
