Game Number,Player 1 Total Score,Player 1 Moves,Player 2 Total Score,Player 2 Moves,Winner
458,260,TRACTS; CAD; RADE; CADEE; CAA; AJEE; FEG; AIA; KEEP; DELIME; HEN; LIGNE; OK; NOOP; EIKONS; CADEES; URES; WE; WEX; GAEN; TEED; UR,308,PEBA; ED; CREDS; DEBE; JEE; EFF; GHEE; EIK; LIG; HELM; MM; JOL; EIKON; NOR; DELIMES; ST; QI; STUNT; NY; ZA; NEW; ZE,Player2
459,338,TRANGLE; BAA; BAD; DRIFTED; CEE; NAE; AGHA; JIAO; GEMEL; ELK; DONJON; QI; REMENDED; DONJONS; BURNT; MEW; AWN; ST; DEEV; RE; REV,381,DRIFT; BOCCI; EMENDED; BADE; DEE; FEG; HID; DEEK; MINKE; NOEL; OPPO; QIS; GEMELS; OPPOS; STUNT; OXY; ZO; NY; ZO; IN,Player2
460,278,WEENIE; OAT; DAB; DADA; BEE; DEGAGE; JIG; ILIAL; MENACE; JOG; LOO; NOR; TENACES; KEEFS; TWEENIE; GRR; LUV; KY; ZEX; ERN; NAP; NE,357,TENACE; EBBED; WENDED; ACE; EFF; HEH; KEEF; GLEE; KEBBED; MOM; PEL; PE; DARKS; PELTS; SPELTS; SUQ; AX; EEW; ZO; TI; THE; IN,Player2
461,342,DIAZOES; DAB; ZEDA; DEE; DEE; AFF; HIE; ALKALI; ALKALIN; MANNA; MOON; POP; SOSS; QI; DUNT; KOW; NY; VAG; TEAR; TEA; UT,291,JIBERS; CHE; CHEERED; CEDER; CEDE; EGG; KEG; KEEMA; NAFF; EEL; JOG; CEDER; CEDERS; QIN; TURR; SWY; EX; MANNAN; ZEN; EN,Player1
462,277,ZANZE; ART; ZEDA; CAA; CEE; EGGED; HAJJI; LIMMA; MEE; NOOB; APP; REFFED; QIN; MEETS; XU; UVEAS; WYNN; RUN; NU; EN,365,DETOXES; ABB; ECCE; DEEDED; EFFED; HEIGH; JILL; INK; KEN; KOB; ROOF; ROOFS; DELTS; HER; SKEN; TWO; TART; VAE; NE,Player2
463,304,JADES; FAA; ZOAEA; EBBED; ZOAEAE; DEFO; HAHA; SIEGE; HELL; KEBBED; ELM; PO; QI; SIEGER; HELLOS; POONS; TREF; JUS; OW; JUST; ZE; ST; VAR,320,FAZENDA; EBB; DECKED; CAD; CADEE; EGG; OBE; GEEK; MINIM; EINE; HELLO; OOP; QIN; QINS; SIEGERS; TIK; MENT; TURR; PYX; DOW; INN; AR,Player2
464,278,SNEBS; CAVA; CAAED; DEEM; EFFED; HAGG; ILK; ANIMI; KIN; NONKIN; ROHE; SORNS; PET; UNDEEDED; TRY; XU; PET,271,NEWCOME; CABAS; DEEDED; EEEW; GHEE; JEE; MELL; ENG; JOOK; PE; PE; ROHES; QUA; WAE; POZ; VOW; ER,Player1
465,280,PEAZE; WAAH; PACED; CADEE; REGGAE; FIKE; KILL; JAM; ENG; JOMON; SCRABBED; SPACED; SUQ; KIR; ZA; UR; AR; NA,326,HERTZ; CRABBED; DEEDED; BEEF; HIE; KLIK; NEMN; DAME; ENNOG; ROOP; SOSS; TEW; UNTO; WYN; EX; NUR; TI; NAT,Player2
466,268,SMOKOS; AA; DEAW; ABACK; DEAD; FED; GAGED; HAJI; LAG; LIANE; ID; PENE; ERRS; IT; STUN; OW; ZEE; SEV; GIT; TARN; NU,334,SCOWRER; BACK; SNEDDED; BEER; EE; FEE; HEH; JIG; LEMME; EKKA; HOON; PRO; PENES; HAJIS; SUQ; NY; ZEX; ZEN; TAR; TET; UN,Player2
467,314,AWEEL; EAU; LACED; CEE; SEE; GAGA; THEE; KAIK; DIM; INK; MM; NONI; QI; PO; KAIKS; ZERDAS; OP; WEX; ENLINKS; SEER; NUT; TEN; NU,336,ZERDA; STANCE; BEDDED; DEBE; EFF; GHEE; IGG; DEBEL; JEFF; ENLINK; JEE; OOF; ROOF; REH; ROONS; UT; AWN; TEX; NYS; TEXT; MET; ZO,Player2
468,330,TENENDA; BABE; CAA; DAE; FEE; GHEE; JIG; ILEAL; JA; NONI; PENNON; ORS; RURUS; YE; EX; VEXT; WARTS; ZA; WO,288,TEDDED; ACCENT; ACCENTED; DEE; FEG; HEIGH; ALIKE; MM; KNEE; MOKO; PORN; QI; KNEES; YEZ; VEX; ARTS; TEF; IN,Player1
469,324,BAETYL; AX; CABA; DAEDAL; EFF; GHEE; JIG; KILL; JEE; NENE; POP; QIS; KAES; EKKAS; TEE; DEV; ZE; TETH; RE; NEP; AN,320,YOURN; ACCEDED; DEER; AXE; GEED; HIC; EKKA; MIMED; ENEMA; NOON; QI; KILLS; EFFS; GRR; TUT; MOW; ZOS; DAW; REV; RET,Player1
470,305,FEEBLE; AMUSETTE; BAAED; BACCAE; CEE; DEGAGE; JA; ILKA; MINNIE; NINON; LOOP; PORNO; GHEES; MINNIES; JOLES; TRY; FEHS; KIR; ZA; NO,333,MUSETTE; BACCA; BEDDED; FEEBLED; FEED; GHEE; FEH; MEEK; KI; JOLE; PO; QI; TRET; RUNT; WE; OW; VOW; EX; JANN,Player2
471,316,ISOLATE; ABBA; DADA; IDEE; EEK; FEG; HIE; FAILLE; NEMA; JANN; NOON; QI; JANNS; KNOSPS; KNURR; TEX; EW; NEW; IN; ON,317,KEWL; CICADA; CICADAE; DEGREE; FEG; GHEE; JEE; JA; MNEME; NOOK; PEPO; PEPOS; KNOSP; TE; HURT; NY; JEEZ; NEWT; ZE; ST,Player2
472,277,GONK; ADAW; CACA; DEBE; TWERKED; BEEF; GHEE; CHINK; LEMMA; JO; NONA; PE; OP; GAMBES; TROP; ST; TED; MY; ZE; JA; IN,284,TWERK; GAMBE; TODDED; MEE; BEE; FEG; AIA; KILL; CHINKIE; CACAO; OON; CHINKIER; SER; KILLS; JOSS; TRUST; EX; LUZ; WE; IN,Player2
473,282,ENVOYS; NAY; ADDAX; DEE; CARE; DEE; AFF; HAHA; IGG; JILL; MNEME; LEEK; OPEN; RENVOYS; PRO; SLEEK; NAYS; PUTON; AWN; ZE; AW,303,JIBERS; VAX; BI; DECO; CEDED; GENE; GAFF; HIE; EKKA; LEMME; MENE; PI; QI; DECOR; SOON; GAFFS; IT; TUT; ZA; ST,Player2
474,277,FAXES; NANAS; SADDED; MEE; AB; NEG; AHI; JEE; FLEEK; MINKE; ONION; OPPO; OPPOS; DEBES; TABS; KNURR; YU; JOW; MEET; ZA,298,MONGERS; BACCA; BACCAE; DEBE; DEF; CH; XED; KEECH; MILLE; GI; JO; MILLER; ERN; TAB; UNTO; TWO; VET; EEN; AN,Player2
475,244,ANEMONE; BAO; DADA; CEE; LEA; FA; MAGE; HIE; MELL; MINKE; JOL; QIN; MINKES; ORT; BEER; NY; ZE; IN,357,FLORIN; ODD; ACCEND; BEE; NEE; EGG; GHEE; GEEK; MINK; NONKIN; QI; APPROS; STOT; UTUS; EMYS; XED; STOTT; WEM,Player2
476,319,WAFFLE; FAX; WAFFLED; BAD; DEAF; EEEW; BADE; HAE; JAKE; LAMMIE; MEL; KO; PO; JAKER; ROOPS; TE; POT; SUNN; ZE; ZEN; URN; ZEN,345,ATOKS; EBB; JO; EBBED; ECCE; DEEVED; EGGED; HIC; GLIKE; QIN; NEBBED; NONG; ROOP; SNEBBED; TROOPS; PST; SUSU; YA; YAW; ERR; ZE; ON,Player2
477,299,CADDIE; AW; CODA; AWEE; BEEF; GAGA; AGHA; ALL; MM; ILK; JOKOL; OPPO; CHEWERS; SILKS; FENTS; JA; RURP; XU; WO; ST; TE,273,CHEWER; CUBBED; DEEDER; BEE; FEG; DI; EKE; MEEMIE; NINE; FEN; NON; NINER; SILK; AGHAS; IT; JAR; VOM; NY; ZA; NU,Player1
478,291,GENDERS; CAA; DADAS; WEE; FAE; HAHA; JIN; LIEGE; LEK; JOL; JINN; MORON; SOSS; HAHAS; TURNT; PREZ; NTH; BAT; NOT; EN,310,DUCK; ABCEE; BEDEWED; DUCKED; FED; AGEE; KIEKIE; ELMEN; MMM; NOON; PRE; PI; PIRN; TURN; KY; OX; EW; ZE; NU; NE,Player2
479,312,AMOWTS; JAW; JAWED; ABBA; CAA; AJEE; FER; HAHA; JEE; KLIK; OMEN; OMEN; OPPO; SORNS; LUST; EX; TWO; QI; ZE; ST; ET,297,SEDUCER; ABB; UNCEDED; DABBA; JEE; FEED; GEE; AGGIE; KILLIE; KAE; FERN; NONG; HER; KLIKS; EEVN; NY; ZOPPO; RIF; RE; IN,Player1
480,308,ADNEXA; ABAC; CABA; EX; FED; HEH; JEE; JEELIE; GINK; HOON; QI; POOPERS; CABAS; ST; EW; JEER; ZEN; NEB; NU; ST,331,ANAGEN; GADDED; CEDED; EEN; FEG; GI; KIEKIE; LEMMA; OLM; POOP; QINS; QINS; TROTS; URUS; YA; ZE; POZ; WAE; RE,Player2
481,272,VIBS; KAFTAN; VADED; TEAED; EF; HEH; DEEK; ELM; EGG; HADJ; MOKE; PRO; HAJIS; STOOP; XI; NYE; NEW; ZEN; ZE; AN,331,ARENITE; ABACK; CEDED; EVADED; GEED; HAJI; FILL; MENE; NEEM; CONN; OOP; ERROR; STOTS; WO; EW; ZE; GUV; UP; NEB; ON,Player2
482,307,KANT; ADDY; BACCA; TEENE; HAE; DEAF; AGEE; JIGLIKE; ILIA; NONI; POOP; KYLES; QI; FABS; HAET; UNDEEDED; ZA; XU; TEENER; REH; AGON; ST,312,KYLE; FAB; BANDH; DEEDED; NENE; GHEE; JIG; MMM; EEK; JO; ROOP; ROOPS; TROOPS; KANTS; RUST; KOW; OWN; NOWN; VOR; ZE; EN,Player2
483,242,IMPEDE; AAH; ACCA; BACCAE; ANEAR; KEA; EGG; KEG; JA; MEKKA; JEE; NOO; MILLER; SEEP; ST; DEWS; IT; NIT,294,ETHS; BRAVI; BACCA; EKKA; DEEDED; EFFED; NEIGH; MILLE; LINE; NEF; MENO; NONI; IMPEDER; SNOOL; TURR; RYU; EX; WAAH,Player2
484,267,LOONEY; TAY; CACA; CAA; ZE; PEE; EPEE; TABI; AJEE; MEE; NEMN; ENOL; POO; QIN; LOONEYS; TAYS; KONKS; REH; DIT; LUR; OX; URN,320,DZHO; PEBA; TAB; JEE; CEDED; NEEDED; JEFF; GIGA; JIG; HIM; MEEK; KON; QI; KONK; DZHOS; JIGS; ST; EFT; TURR; PWN; ZA,Player2
485,249,VAKIL; IDEA; DEDAL; BEE; FAA; EGGHEAD; BIKKIE; MMM; JIG; JOE; PE; PER; IT; AT; QUA; WO; WE; ZE; TAN; NE; AN,311,VENDERS; CABRE; RECEDE; DEB; KEF; HIC; GELEE; ELM; NOON; POH; MORRO; EGGHEADS; ST; ST; SUQ; XYST; TWO; ZO; NAT; EN,Player2
486,296,WEEKE; SAGA; ACCEDE; EEEW; BAFF; HID; FAKIE; MEME; KNEE; NOON; GOOP; SORN; WEEKES; EEJITS; HURT; YEW; ZA; OX; IT; ST,275,EPEES; DABBA; CEDED; ZEDA; GHEE; EEJIT; JILL; ELM; KNEEL; ENNOG; ACCEDER; MEMES; REEL; RUNT; EW; DAN; RE; VOX; IN,Player1
487,271,YOU; SEA; BACCAE; BEDAD; CEE; DEFOG; FAH; AKEE; MILLIE; INK; NOON; QI; QIS; PRINKS; LENT; JAR; GRR; ZE; JANN; SEAT; ETAT,332,NOSEGAY; BACCA; BAYOU; DEEDED; FED; GHEE; JIG; LEEK; MILLIEME; MEN; MOP; PRINK; BAYOUS; DEFOGS; JA; TRUTH; AW; ZEX; PWN; NO; NA,Player2
488,282,KIDDED; VAR; CAA; VARA; EEK; FEG; HAHA; JEE; JIMMIE; ELK; OESTRONE; PI; NOR; SCABBED; FLEEKS; SKIDDED; TUN; AX; NOX; WEEK; ZE; ET; NE,349,ESTRONE; CABBED; CEDED; IDEE; DEF; FEG; GIE; FLEEK; MEL; KENO; OOP; VARAN; GRR; JIMMIES; JAR; UNCEDED; EWT; BY; UT; ZA; NUT; ON,Player2
489,301,KALES; FAE; BACCAE; KAED; AB; GAE; HIE; KAIE; MNEME; JO; MOONG; QI; QINS; HIES; PRE; SPUN; BEDEW; NY; NOW; ZE; LOT; UT; NAV,329,FODDERS; BACCA; BEDE; DEED; FEG; HEH; BAGIE; EELLIKE; JOG; LO; NON; QIN; FERNS; RHIES; ST; TURN; PYX; TURNT; DIV; ZEN; ZE; NA,Player2
490,274,WAXES; DRIVEN; CAA; WEEKE; CEE; CEE; VAE; JAGA; HEAD; MEME; KI; KOJI; NOOP; LORN; HEADS; KIT; RED; TEER; ZE; NY; UT; NA,353,DRIVE; RABBI; RABBIN; DECK; DEWAXES; DEED; JEFE; GIGHE; MIFF; ELL; LIN; DECKO; NOOP; KOJIS; SNOOP; ST; STRUT; NUNNY; ZA; WON; ZEN,Player2
491,280,GRUMES; BEAU; CAD; CEDED; FAE; HEH; GAJO; ALKIE; KINK; INN; APO; ERR; SONS; NTH; WE; TYG; NY; WE,276,SALUE; COCOA; REEDBED; CADEE; DEF; LIG; MIKE; LEMME; JEE; NOON; QI; CADEES; GAPER; HEHS; WEX; ZE; ZEN; WET,Player1
492,270,HENNA; AI; HADED; BACCAE; CEE; PEA; FEG; GIE; ALKIE; MINI; ANON; PROM; FEGS; JOLS; ST; ET; UT; NY; TEX; URN; ERN,323,BOOZE; BACCA; DEPEND; DEPENDED; BOOZED; FEED; GHEE; GEEK; ELK; MM; JOL; PROMO; HENNAS; GEEKS; TRAD; TURNT; WELKS; EW; JEW; VAE; TON,Player2
493,266,TOYER; YEA; CODA; DEE; REE; GAGA; GHI; KIEKIE; YEALM; EMMA; OOLONG; QI; YEALMS; QIS; PO; REM; NAV; WO; ZE; ST,286,REFUSE; BABACU; RODDED; TEENED; FAB; GHEE; AJI; LEEK; JEE; REEN; PI; BABACUS; TOYERS; TREEN; PONT; UT; EW; XU; ZE; EN,Player2
494,259,ZEK; QAT; BACCAE; DEET; EEK; EFFED; HEIGH; LEMEL; MADDED; ENOL; REFFED; PEEK; MEINIES; ORT; WEX; MAW; WEN; ZE,295,TEKKIE; ZOAEA; ABA; ADDED; KED; TAGGEE; HAJJ; MEINIE; ANON; FOP; GRR; SONS; ASSOTT; WE; KYU; NUN; DEV,Player2
495,343,PAINTER; ABAC; ABACA; TEAED; RECEDE; GAFFE; HIE; KAIKA; LEMMING; NOO; PROO; RECEDES; SUQS; NEWS; EX; JELLS; AW; UN; NUN,302,PERCEN; BE; REC; DEDENDA; EEVN; GHEE; JEED; JELL; ING; BONK; MORNS; PERCENT; ERUV; BEY; ZEX; ZE; ST; ELT; IT,Player1
496,314,FIERCE; UP; DUP; CAD; CADEE; FAE; EFFIERCE; GHEE; HAJJ; ALLIAK; HENNA; KON; POON; SORNS; MEEMIES; TOT; WYN; ZAX; VIN,328,SPRUCE; SPRUCED; BABU; TEENDED; DUPE; EEN; EGG; HIE; KEEK; MEEMIE; BABUL; NOM; QI; QIS; ER; MOWN; ZA; IN; ANN,Player2
497,274,LEONINE; AAL; DADA; GAE; AE; DEAF; JAGG; MIELIE; MEM; MEMO; NOON; HORN; JAGGS; QIN; JEELS; ER; XU; TRY; ZEN; RIT; TE; EN,326,TEGMEN; EBBS; CEDED; TACE; FEED; HEIGH; JEEL; HAJ; KEF; KONK; OP; MIELIES; QI; OPTS; RURU; EW; SWY; ZAS; IT; IN; NE; NO,Player2
498,223,DACKED; KAAMA; ECHE; CEE; BAA; DEGAGE; JIG; KINEMA; JEE; OH; NONE; PONDS; STEEL; IT; SUQ; TE; ZO; TEN; ER,304,PERKED; ECH; BEDDED; DEBE; EFF; GIGHE; LEMEL; LIN; NOIL; POND; ROO; KINEMAS; EFFS; KAAMAS; TURR; NY; EX; AT; ON,Player2
499,250,FREELY; CAA; DADA; BENE; CEE; GAGER; JIG; FAILLE; JEE; DEN; NON; QI; OPS; TEF; GOV; TUX; IN; ERN,306,CAVITY; EBBS; AESC; DEEDED; FEG; HEH; KIKE; HMM; EME; KENO; NOOP; FAILLES; ROOS; STRUNT; XU; ZEE; WIN,Player2
500,252,MEWED; HAND; ACCA; HEEZED; CEE; EFF; HID; AJI; ELEMI; AJI; GIEN; ENOL; DAP; KIKES; TREF; AN; VAN; AN; NE; NA,322,HEEZE; DABBA; MEDDLE; KEB; BETE; TEGG; GIE; KIKE; EMMEWED; ZEE; ENNOG; POON; ERROR; SORNS; RUSTS; YACCA; XU; TRUSTS; TERROR,Player2
501,294,JERKY; CANT; DACE; ABED; EEK; FEE; HAGG; AKELA; MMM; KEB; ILIAL; JOG; NOR; HEATHS; SCANT; JOGS; TURNT; EX; ZEE; DIN; ON,301,YONIC; JOBBIE; DEADED; EAT; EEN; FEG; HEATH; ILIA; HAEN; MIEN; ENOL; OPEPE; OPEPES; DACES; QI; TURRS; WE; WEX; OPT; IN; ON,Player2
502,319,KEEKS; BEAN; ECAD; DECAD; DECADE; NAE; GAGE; JIG; MIME; JA; COO; POPE; RONNE; DECADES; POPES; ESTS; TRUST; TRY; ADZ; WET; ZA,323,BHELS; BACH; BACHED; DEDENDA; NEED; EFF; GHI; EELLIKE; ME; BEANO; EON; QI; GAR; AR; FON; TUT; EX; JAW; NY; MUN; WE,Player2
503,421,QUERY; ANEAR; DACE; JADED; BEE; EFFED; GHEE; JAK; KILL; MENGE; IKON; NONPOOR; NONPOORS; DACES; ZA; VAX; JAKS; TEGG; NOWT; ST; UT,323,YSHENT; CAVE; JABBED; CAVED; TEE; EGG; HIE; KEELIE; ENCAVED; MIM; NOOP; KEELIES; ENURN; AX; OWN; ZE; LEW; RET; REE; REEN,Player1
504,325,PWNED; ALBE; BACCAE; JADED; VEE; FEED; GHEE; AJI; MILLAGE; NAN; MHO; ROON; INNS; TROOP; RUSTS; NYS; ZA; IT; ZIT,292,PAVED; BACCA; JEED; ALBEE; BEE; FEG; FIQH; KIKE; MEEKEN; MOM; ROOP; MILLAGES; MHORR; GURN; TRUSTS; WOO; XI; EFT; DAN,Player1
505,313,EBBED; BASH; BASHED; ABASHED; DEED; DEE; HAGG; FIE; HAGGLE; LAMIA; ILK; ION; POO; RE; RE; DEEDS; SILK; TEA; RET; RUC; RUT; NY; WEN; NEW,324,DOVED; COCO; JEES; COCOA; DEED; EFF; GIGA; KEBBED; HELE; MNEME; JEE; KOA; OP; HER; HELES; MNEMES; TOP; TE; TRET; QUA; REX; REZ; EW; NA,Player2
506,273,BENNES; ABAS; ABASED; CAA; FEE; GHEE; AJI; JELAB; LINK; LOG; LOGO; RECCE; QIN; OR; THIGH; TORS; UVA; STUNT; FEEN; FEEN; ZA; ZA,366,BESPATE; ECCE; TEDDED; DEEN; FEE; HIGH; KIKE; GEMEL; MM; OKE; PLINK; QI; PORN; QINS; JELABS; STUN; OX; WRY; WE; IN; NU,Player2
507,245,DEVONS; VAE; MACA; GADE; CEE; CEE; AAHED; EIK; KELL; LEK; JOL; JOOK; REF; CODAS; MARS; ORT; NUT; WE; ZA; WET,312,GUMPS; BABU; CODA; DEEDED; FEG; FEH; GIG; LIKE; MIMEO; LIKEN; ENNOG; PE; KELLS; SKELLS; JOLT; IT; EEVN; KY; RIA; NET,Player2
508,257,VENGERS; BAA; EEK; BEE; EA; SAFE; HAE; KAIKAI; HM; HAEM; MNA; JO; LORN; PSST; QI; ET; ZO; UT; ST,314,NEBECKS; BE; CEDE; CEDED; DEEDS; GHEE; FIG; KILL; LEV; JEE; NOON; OPPO; KAIKAIS; TROPPO; RURUS; NY; EX; OW; EAN,Player2
509,303,YENTES; AW; AD; DAWED; CHE; CAA; DEE; JEFE; TECHIE; GLAIK; IMAM; LINN; KOAN; OP; MORRO; FIKES; GHEES; PUTS; CHEW; ZEX; ZE; EEVN; ON; NA,348,GROWTHY; OB; CH; TEC; BEDES; CAAED; JEED; GHEE; FIKE; ELL; GI; MNA; OK; TECHIER; JOR; GLAIKS; ERN; QUAD; ZE; VID; ZEN; GIT; TERN,Player2
510,249,LANATE; BANC; DEBE; YAD; BEE; DEE; GAGE; AIA; KEELIE; MINE; NOON; PO; QI; JEELS; SAP; GAGER; LEV; JOR; NOH; UT; UT; NA,388,TALCY; DECIDE; DECIDED; EEL; DEE; EFF; HOGH; KEF; JEEL; MMM; JO; PRONK; QIS; BANCS; ORTS; UNTURNS; AX; ZA; ADZ; EEW; EW,Player2
511,237,SOWMED; WAD; CAAED; WADE; CAA; FAB; GHEE; EELLIKE; LEE; KON; QI; PRE; POT; FET; GUT; PREZ; ZA; EEN; NE,367,INKJETS; CACK; NEBBED; DEEM; FEE; GHEE; BIKIE; MENG; JONG; MOOP; DERRO; QIS; JONGS; TURRS; KY; WE; XI; ON,Player2
512,323,PUDGE; EJECTA; JACANA; BAE; EEEW; EFFED; HEIGH; ALEC; MMM; ILK; ALECK; KOOK; RAINE; ERS; HEIGHT; ENTS; EX; WEX; RAY; NU; NU,320,EJECT; COBWEB; DEJECTA; DADDED; AB; GEED; EH; ILIA; AINE; FEN; ABOON; PONE; PUDGES; QI; PONENTS; TURRS; KY; ZE; VERS; ZE; NE,Player1
513,312,GRECES; POA; CAD; DEAD; CADEE; EFFED; HAHA; KIKE; EMAIL; ALL; INK; PO; REMAILS; HAHAS; URB; AREW; WALL; ZEX; BEEN; TEN; NAN,340,TYPIER; SCABS; BEDDED; BEE; JET; EGG; JEFFED; KEEL; LEMME; JINNE; NOON; REMAIL; ROONS; QUA; QUART; QUARTZ; EX; TIX; TE; AT,Player2
514,295,GADJE; TANG; BAAED; CEE; TANGA; GEAT; JEED; MM; MELL; NEINEI; ONO; POOP; SORNS; SUQ; EW; XU; UR; ST; ZED; TIK; ZEN,285,ATABEGS; AB; ECCE; DEEDED; EFFED; HEINIE; KHI; ELL; EL; KIF; HONK; ERR; MELLS; SMELLS; POW; NY; MAR; RAV; URN; EN,Player1
515,308,COXING; BAA; ADDAX; DEI; CEE; FEED; HAHA; FLEEK; INK; ENG; MOJO; KILIMS; RHEME; QIN; JEER; RUST; WYE; HAW; ZOS; TUN,277,CORBELS; BACK; BACKED; DEED; DEE; FEG; JEE; KILIM; HEME; NOON; PE; FLEEKS; QI; PST; UTS; TRAD; ZE; INN; UN,Player1
516,297,GEEK; GAJO; ACCA; DEADMEN; BACCAE; CEE; HEH; ZEK; MIEN; CEE; NEON; QIN; SPAERS; TRONS; UNTURF; TYPO; AX; AW; OW,288,GAZON; NABK; DAB; GEEKED; DEEVED; FEHME; FIKE; JILL; GEL; ELOIN; POON; SPAE; QINS; GAZONS; VEE; ST; RE; IN,Player1
517,311,KIEVE; SHIVA; BAJAN; BAAED; CEE; BEE; EGGED; GLEEK; ELMEN; KAME; ECHO; QI; REM; ECHOS; NTH; TUT; EW; SNY; NEWT; VEX; ZEN; NA; NA,358,SHIV; AMAZES; JAB; CEDE; DEED; KEDGE; ECH; FLEGGED; DJINNI; OOF; MOOP; PROP; PROPS; KEDGERS; KIEVES; UT; TREW; EWT; WAX; ZE; NOR; NE,Player2
518,313,WEANER; BAA; CAA; DEADED; GAFFE; HAHA; ILKA; MIKE; MI; NONMEN; PO; BOCCES; SKELLS; QI; TURNT; YE; POX; REPO; ZE,276,EVENTER; BOCCE; WEDDED; DEE; EGGED; JIG; KELL; JEE; NONG; JEEP; ROON; SKELL; MIKES; QINS; EWT; YET; NEWT; UN,Player1
519,312,DEPOT; JAP; BAND; TEAED; DEAF; DEGAGE; GIG; KILLIE; JA; DAK; MELON; JAPER; ERR; DEPOTS; HEHS; ENTS; WENTS; NY; ZE; VUM; INN; UN,334,DEVOTEE; BABACO; DECODE; JAPE; FEE; HEH; KEELIE; MEH; MEL; AMOK; PE; DECODER; ROBAND; FEENS; MELONS; SUQ; AX; WAX; ST; ZE; DEN; ST,Player2
520,369,PEENING; ABA; CAD; DECAD; AA; PEA; HAGG; JEE; LILLED; LINEN; NONI; NOOP; SORNS; SUQ; TOWT; ONY; OX; TAW; VOR,292,FATTEN; CABA; GECK; GECKED; BEDDED; PEAGE; HEID; JEFE; LEMME; KAE; MONK; HERN; JEFES; SUQS; URN; AW; NY; OR; ER,Player1
521,296,AXLED; LAVA; ABB; READDED; DAFF; GHEE; JEE; KIEKIE; MM; FEG; KON; DARN; LEMELS; QIS; RUN; NY; WOW; ZE; ZEN; IN; NU,318,REMEX; BACCA; THEED; BACCAE; LAVAGE; HIE; GEEK; LEMEL; JINNE; NOON; OPPO; SORNS; QI; ABBS; OW; ZA; URE; ST; TAN; TO; TO,Player2
522,273,CLOOP; AKA; PACED; BEDAD; EE; NEE; EGG; JAI; MILE; HIN; NEON; PORNO; SEERS; EFFS; TUTS; NY; ZE; ZE; ET; AT,253,LIND; BLIND; CABA; NEEDED; DEEN; EFF; HIGH; JEEL; MM; KID; KON; BRR; CLOOPS; UNTO; WERO; WHIN; UR; ZEN; NUR,Player1
523,300,FAZES; MOZ; DADAS; YAE; MOZE; FAE; HEH; AJEE; ELL; LIMNING; OON; JORAM; MOZES; ELMS; SUQ; WE; VOX; ZO; REH; ANT,321,FOGEY; CABA; ACNED; DEEDED; BEG; EGAD; GIEN; EIK; KNEEL; NEK; POMP; FOGEYS; BRRR; TELL; UNDEEDED; OX; EWT; WET; ET; EN,Player2
524,282,JERKS; SAMAAN; BACCAE; BADE; DEEDED; GAFFE; JIG; MILLIE; FIE; NOH; QOPH; SAMAANS; SNOOP; ES; ATT; GUV; XU; TWEE; ZE; AN; EN,291,BOGOAK; BACCA; BEDE; CEDE; EKE; MEH; LEEK; HEME; NAG; NOOP; MILLIER; SLEEK; TEL; GIT; SUR; POW; TRY; ZE; IN; NANE; ER,Player2
525,335,FLUSH; FAVA; BACCA; FLUSHED; BACCAE; JEE; FED; GHEE; JAG; QI; KAK; OK; NOON; ERR; SORNS; ORT; WORT; WEEP; WEX; ST; ET; ET,284,MALL; BLAB; ADD; DENNED; JEED; CEE; EGGED; GIE; MIME; QIN; QIN; MOI; PEGGED; JAGER; SPA; NUNS; NY; ADZ; ZEE; ERN; VET,Player1
526,269,LIPASE; BAAS; QADI; DAE; FEED; GHI; KAE; KNEEL; MM; KON; PRO; MILLIES; LIPASES; TURR; REW; NUT; ZE; NE; AN; AN,291,LEASHED; BOCCA; HEEDED; CEDE; EGGED; JEFE; MILLIE; JEE; NOM; NOON; BOCCAS; ERR; RE; TUN; NY; XI; PWN; ZA; TA,Player2
527,298,FYCE; YAE; DABBED; DOES; DAE; AGEE; GIGA; KILLIE; MIME; QI; MIMEO; HON; ERR; FYCES; SKILLIES; PERTS; EFT; UT; PWN; WED; ZA; ERN; EEN,299,FAENAS; ABBED; DECADE; BEE; FEED; GHEE; KHI; LEMEL; INK; QIN; JO; LOOP; PE; KILLIES; PERT; RAGEE; JUS; REV; DEX; OONT; NAV; TERN,Player2
528,316,MUCKS; MADAM; ABACK; FEEB; COXED; BEEF; AHIGH; JEELIE; EM; KA; KON; POP; QI; TERROR; REH; KAT; UT; NUT; NU; ZEN; AN; EN,312,COX; FANEGA; SADDED; AJEE; MADAME; DEG; DEI; LIE; NEELE; NOEL; NOOP; ERROR; JEELIES; POPS; SNOOP; STRUNTS; SWY; WO; ZE; ZE; EN,Player1
529,296,LOVIE; AJAR; CAID; YAD; VEE; FAE; FEH; GHEE; MEKKA; KEF; NOM; MILLIER; LOVIER; STRAG; ATT; WO; UT; ZA; NE,343,EVERY; ABACI; BEDDED; DEP; PEE; EGG; JEE; MILLIE; GEN; NOON; POO; PEERS; MEKKAS; GHEES; SUQ; HEW; MOZ; TO,Player2
530,338,NUDZH; VANDA; CAD; CEDED; ECAD; NEAFE; HEIGH; EGGLIKE; LAH; MOKI; LOO; LEVER; QINS; JEFES; HEIGHT; SORTS; MY; EX; OW; WO; NE; NUN,289,JIVED; ABACI; JEFE; DEBE; EVE; EGG; KIEF; LEMME; JEE; NONA; POP; QI; KIEFS; ERRS; IT; RUT; ZO; BET; NOW; NIT; NU,Player1
